n; time(ms)
97385; 0.000000ms
97386; 0.000000ms
97387; 1.004000ms
97388; 0.000000ms
97389; 0.000000ms
97390; 0.000000ms
97391; 0.991000ms
97392; 0.000000ms
97393; 0.000000ms
97394; 0.998000ms
97395; 0.000000ms
97396; 0.000000ms
97397; 0.996000ms
97398; 0.000000ms
97399; 0.000000ms
97400; 0.000000ms
97401; 0.998000ms
97402; 0.000000ms
97403; 0.000000ms
97404; 0.999000ms
97405; 0.000000ms
97406; 0.000000ms
97407; 0.995000ms
97408; 0.000000ms
97409; 0.000000ms
97410; 0.997000ms
97411; 0.000000ms
97412; 0.000000ms
97413; 0.971000ms
97414; 0.000000ms
97415; 0.000000ms
97416; 0.000000ms
97417; 1.024000ms
97418; 0.000000ms
97419; 0.000000ms
97420; 1.003000ms
97421; 0.000000ms
97422; 0.000000ms
97423; 0.992000ms
97424; 0.000000ms
97425; 0.000000ms
97426; 0.971000ms
97427; 0.000000ms
97428; 0.000000ms
97429; 0.997000ms
97430; 0.000000ms
97431; 0.000000ms
97432; 0.997000ms
97433; 0.000000ms
97434; 0.000000ms
97435; 0.998000ms
97436; 0.000000ms
97437; 0.000000ms
97438; 0.998000ms
97439; 0.000000ms
97440; 0.000000ms
97441; 1.023000ms
97442; 0.000000ms
97443; 0.000000ms
97444; 0.000000ms
97445; 0.992000ms
97446; 0.000000ms
97447; 0.000000ms
97448; 1.002000ms
97449; 0.000000ms
97450; 0.000000ms
97451; 1.002000ms
97452; 0.000000ms
97453; 0.000000ms
97454; 0.993000ms
97455; 0.000000ms
97456; 0.000000ms
97457; 0.000000ms
97458; 0.997000ms
97459; 0.000000ms
97460; 0.000000ms
97461; 0.998000ms
97462; 0.000000ms
97463; 0.000000ms
97464; 0.999000ms
97465; 0.000000ms
97466; 0.000000ms
97467; 1.002000ms
97468; 0.000000ms
97469; 0.000000ms
97470; 0.000000ms
97471; 0.993000ms
97472; 0.000000ms
97473; 0.000000ms
97474; 0.996000ms
97475; 0.000000ms
97476; 0.000000ms
97477; 0.997000ms
97478; 0.000000ms
97479; 0.000000ms
97480; 0.969000ms
97481; 0.000000ms
97482; 0.556000ms
97483; 0.442000ms
97484; 0.000000ms
97485; 0.000000ms
97486; 0.000000ms
97487; 1.025000ms
97488; 0.000000ms
97489; 0.000000ms
97490; 0.999000ms
97491; 0.000000ms
97492; 0.000000ms
97493; 0.995000ms
97494; 0.000000ms
97495; 0.000000ms
97496; 0.000000ms
97497; 0.998000ms
97498; 0.000000ms
97499; 0.000000ms
97500; 0.996000ms
97501; 0.000000ms
97502; 0.000000ms
97503; 0.998000ms
97504; 0.000000ms
97505; 0.000000ms
97506; 1.000000ms
97507; 0.000000ms
97508; 0.000000ms
97509; 0.000000ms
97510; 0.995000ms
97511; 0.000000ms
97512; 0.000000ms
97513; 1.002000ms
97514; 0.000000ms
97515; 0.000000ms
97516; 0.992000ms
97517; 0.000000ms
97518; 0.000000ms
97519; 0.000000ms
97520; 0.998000ms
97521; 0.000000ms
97522; 0.000000ms
97523; 0.997000ms
97524; 0.000000ms
97525; 0.000000ms
97526; 0.997000ms
97527; 0.000000ms
97528; 0.000000ms
97529; 0.998000ms
97530; 0.000000ms
97531; 0.000000ms
97532; 0.000000ms
97533; 0.977000ms
97534; 0.000000ms
97535; 0.000000ms
97536; 1.018000ms
97537; 0.000000ms
97538; 0.000000ms
97539; 0.997000ms
97540; 0.000000ms
97541; 0.000000ms
97542; 0.997000ms
97543; 0.000000ms
97544; 0.000000ms
97545; 0.997000ms
97546; 0.000000ms
97547; 0.000000ms
97548; 0.000000ms
97549; 1.000000ms
97550; 0.000000ms
97551; 0.000000ms
97552; 0.999000ms
97553; 0.000000ms
97554; 0.000000ms
97555; 0.996000ms
97556; 0.000000ms
97557; 0.000000ms
97558; 0.994000ms
97559; 0.000000ms
97560; 0.000000ms
97561; 0.000000ms
97562; 1.002000ms
97563; 0.000000ms
97564; 0.000000ms
97565; 0.993000ms
97566; 0.000000ms
97567; 0.611000ms
97568; 0.000000ms
97569; 0.000000ms
97570; 1.017000ms
97571; 0.000000ms
97572; 0.000000ms
97573; 0.000000ms
97574; 1.000000ms
97575; 0.000000ms
97576; 0.000000ms
97577; 0.998000ms
97578; 0.000000ms
97579; 0.000000ms
97580; 0.996000ms
97581; 0.000000ms
97582; 0.000000ms
97583; 0.997000ms
97584; 0.000000ms
97585; 0.000000ms
97586; 0.000000ms
97587; 1.000000ms
97588; 0.000000ms
97589; 0.000000ms
97590; 1.002000ms
97591; 0.000000ms
97592; 0.000000ms
97593; 0.991000ms
97594; 0.000000ms
97595; 0.000000ms
97596; 0.997000ms
97597; 0.000000ms
97598; 0.000000ms
97599; 0.997000ms
97600; 0.000000ms
97601; 0.000000ms
97602; 0.000000ms
97603; 0.998000ms
97604; 0.000000ms
97605; 0.000000ms
97606; 0.970000ms
97607; 0.000000ms
97608; 0.000000ms
97609; 0.997000ms
97610; 0.000000ms
97611; 0.000000ms
97612; 1.031000ms
97613; 0.000000ms
97614; 0.000000ms
97615; 0.991000ms
97616; 0.000000ms
97617; 0.000000ms
97618; 0.000000ms
97619; 0.997000ms
97620; 0.000000ms
97621; 0.000000ms
97622; 0.997000ms
97623; 0.000000ms
97624; 0.000000ms
97625; 0.998000ms
97626; 0.000000ms
97627; 0.000000ms
97628; 0.997000ms
97629; 0.000000ms
97630; 0.000000ms
97631; 0.000000ms
97632; 1.002000ms
97633; 0.000000ms
97634; 0.000000ms
97635; 0.993000ms
97636; 0.000000ms
97637; 0.000000ms
97638; 0.997000ms
97639; 0.000000ms
97640; 0.000000ms
97641; 0.970000ms
97642; 0.000000ms
97643; 0.000000ms
97644; 1.025000ms
97645; 0.000000ms
97646; 0.000000ms
97647; 0.000000ms
97648; 0.995000ms
97649; 0.000000ms
97650; 0.000000ms
97651; 0.999000ms
97652; 0.000000ms
97653; 0.000000ms
97654; 0.998000ms
97655; 0.000000ms
97656; 0.000000ms
97657; 0.997000ms
97658; 0.000000ms
97659; 0.000000ms
97660; 0.000000ms
97661; 0.997000ms
97662; 0.000000ms
97663; 0.000000ms
97664; 0.998000ms
97665; 0.000000ms
97666; 0.000000ms
97667; 0.998000ms
97668; 0.000000ms
97669; 0.000000ms
97670; 0.997000ms
97671; 0.000000ms
97672; 0.000000ms
97673; 0.000000ms
97674; 0.999000ms
97675; 0.000000ms
97676; 0.000000ms
97677; 0.996000ms
97678; 0.000000ms
97679; 0.000000ms
97680; 0.996000ms
97681; 0.000000ms
97682; 0.000000ms
97683; 0.998000ms
97684; 0.000000ms
97685; 0.000000ms
97686; 0.000000ms
97687; 0.997000ms
97688; 0.000000ms
97689; 0.000000ms
97690; 1.006000ms
97691; 0.000000ms
97692; 0.000000ms
97693; 0.989000ms
97694; 0.000000ms
97695; 0.000000ms
97696; 1.001000ms
97697; 0.000000ms
97698; 0.000000ms
97699; 0.000000ms
97700; 0.993000ms
97701; 0.000000ms
97702; 0.000000ms
97703; 0.998000ms
97704; 0.000000ms
97705; 0.000000ms
97706; 1.001000ms
97707; 0.000000ms
97708; 0.000000ms
97709; 0.993000ms
97710; 0.000000ms
97711; 0.000000ms
97712; 0.000000ms
97713; 0.998000ms
97714; 0.000000ms
97715; 0.000000ms
97716; 0.999000ms
97717; 0.000000ms
97718; 0.000000ms
97719; 0.996000ms
97720; 0.000000ms
97721; 0.000000ms
97722; 0.997000ms
97723; 0.000000ms
97724; 0.000000ms
97725; 0.998000ms
97726; 0.000000ms
97727; 0.000000ms
97728; 0.000000ms
97729; 1.002000ms
97730; 0.000000ms
97731; 0.000000ms
97732; 0.992000ms
97733; 0.000000ms
97734; 0.000000ms
97735; 1.002000ms
97736; 0.000000ms
97737; 0.000000ms
97738; 0.993000ms
97739; 0.000000ms
97740; 0.000000ms
97741; 0.000000ms
97742; 0.997000ms
97743; 0.000000ms
97744; 0.000000ms
97745; 0.997000ms
97746; 0.000000ms
97747; 0.000000ms
97748; 0.998000ms
97749; 0.000000ms
97750; 0.000000ms
97751; 0.999000ms
97752; 0.000000ms
97753; 0.000000ms
97754; 0.995000ms
97755; 0.000000ms
97756; 0.000000ms
97757; 0.000000ms
97758; 0.997000ms
97759; 0.000000ms
97760; 0.000000ms
97761; 0.998000ms
97762; 0.000000ms
97763; 0.000000ms
97764; 0.997000ms
97765; 0.000000ms
97766; 0.000000ms
97767; 0.997000ms
97768; 0.000000ms
97769; 0.000000ms
97770; 0.000000ms
97771; 1.001000ms
97772; 0.000000ms
97773; 0.000000ms
97774; 0.995000ms
97775; 0.000000ms
97776; 0.000000ms
97777; 0.986000ms
97778; 0.000000ms
97779; 0.000000ms
97780; 1.008000ms
97781; 0.000000ms
97782; 0.000000ms
97783; 0.000000ms
97784; 0.998000ms
97785; 0.000000ms
97786; 0.000000ms
97787; 0.997000ms
97788; 0.000000ms
97789; 0.000000ms
97790; 0.997000ms
97791; 0.000000ms
97792; 0.000000ms
97793; 1.000000ms
97794; 0.000000ms
97795; 0.000000ms
97796; 0.000000ms
97797; 1.001000ms
97798; 0.000000ms
97799; 0.000000ms
97800; 0.996000ms
97801; 0.000000ms
97802; 0.000000ms
97803; 0.964000ms
97804; 0.000000ms
97805; 0.000000ms
97806; 1.031000ms
97807; 0.000000ms
97808; 0.000000ms
97809; 0.992000ms
97810; 0.000000ms
97811; 0.000000ms
97812; 0.000000ms
97813; 0.997000ms
97814; 0.000000ms
97815; 0.000000ms
97816; 0.998000ms
97817; 0.000000ms
97818; 0.000000ms
97819; 1.000000ms
97820; 0.000000ms
97821; 0.000000ms
97822; 0.994000ms
97823; 0.000000ms
97824; 0.000000ms
97825; 0.000000ms
97826; 0.998000ms
97827; 0.000000ms
97828; 0.000000ms
97829; 0.998000ms
97830; 0.000000ms
97831; 0.000000ms
97832; 1.002000ms
97833; 0.000000ms
97834; 0.000000ms
97835; 0.992000ms
97836; 0.000000ms
97837; 0.000000ms
97838; 0.000000ms
97839; 0.996000ms
97840; 0.000000ms
97841; 0.000000ms
97842; 0.999000ms
97843; 0.000000ms
97844; 0.000000ms
97845; 1.000000ms
97846; 0.000000ms
97847; 0.000000ms
97848; 0.994000ms
97849; 0.000000ms
97850; 0.000000ms
97851; 0.000000ms
97852; 0.997000ms
97853; 0.000000ms
97854; 0.000000ms
97855; 0.995000ms
97856; 0.000000ms
97857; 0.000000ms
97858; 0.973000ms
97859; 0.000000ms
97860; 0.000000ms
97861; 1.024000ms
97862; 0.000000ms
97863; 0.000000ms
97864; 1.001000ms
97865; 0.000000ms
97866; 0.000000ms
97867; 0.000000ms
97868; 0.967000ms
97869; 0.000000ms
97870; 0.000000ms
97871; 1.024000ms
97872; 0.000000ms
97873; 0.000000ms
97874; 1.008000ms
97875; 0.000000ms
97876; 0.000000ms
97877; 0.987000ms
97878; 0.000000ms
97879; 0.000000ms
97880; 0.999000ms
97881; 0.000000ms
97882; 0.000000ms
97883; 0.000000ms
97884; 0.996000ms
97885; 0.000000ms
97886; 0.000000ms
97887; 0.997000ms
97888; 0.000000ms
97889; 0.000000ms
97890; 0.998000ms
97891; 0.000000ms
97892; 0.000000ms
97893; 1.000000ms
97894; 0.000000ms
97895; 0.000000ms
97896; 0.996000ms
97897; 0.000000ms
97898; 0.000000ms
97899; 0.000000ms
97900; 0.995000ms
97901; 0.000000ms
97902; 0.000000ms
97903; 0.997000ms
97904; 0.000000ms
97905; 0.000000ms
97906; 0.996000ms
97907; 0.000000ms
97908; 0.000000ms
97909; 0.999000ms
97910; 0.000000ms
97911; 0.000000ms
97912; 0.971000ms
97913; 0.000000ms
97914; 0.000000ms
97915; 0.000000ms
97916; 1.028000ms
97917; 0.000000ms
97918; 0.000000ms
97919; 0.966000ms
97920; 0.000000ms
97921; 0.000000ms
97922; 0.997000ms
97923; 0.000000ms
97924; 0.000000ms
97925; 0.997000ms
97926; 0.000000ms
97927; 0.000000ms
97928; 0.998000ms
97929; 0.000000ms
97930; 0.000000ms
97931; 0.000000ms
97932; 1.024000ms
97933; 0.000000ms
97934; 0.000000ms
97935; 0.998000ms
97936; 0.000000ms
97937; 0.000000ms
97938; 0.997000ms
97939; 0.000000ms
97940; 0.000000ms
97941; 0.997000ms
97942; 0.000000ms
97943; 0.000000ms
97944; 0.998000ms
97945; 0.000000ms
97946; 0.000000ms
97947; 0.000000ms
97948; 0.998000ms
97949; 0.000000ms
97950; 0.000000ms
97951; 0.997000ms
97952; 0.000000ms
97953; 0.000000ms
97954; 0.997000ms
97955; 0.000000ms
97956; 0.000000ms
97957; 0.994000ms
97958; 0.000000ms
97959; 0.000000ms
97960; 0.000000ms
97961; 1.001000ms
97962; 0.000000ms
97963; 0.000000ms
97964; 0.988000ms
97965; 0.000000ms
97966; 0.000000ms
97967; 1.007000ms
97968; 0.000000ms
97969; 0.000000ms
97970; 0.969000ms
97971; 0.000000ms
97972; 0.000000ms
97973; 1.026000ms
97974; 0.000000ms
97975; 0.000000ms
97976; 0.996000ms
97977; 0.000000ms
97978; 0.000000ms
97979; 0.000000ms
97980; 0.997000ms
97981; 0.000000ms
97982; 0.000000ms
97983; 0.996000ms
97984; 0.000000ms
97985; 0.000000ms
97986; 0.999000ms
97987; 0.000000ms
97988; 0.000000ms
97989; 1.001000ms
97990; 0.000000ms
97991; 0.000000ms
97992; 1.001000ms
97993; 0.000000ms
97994; 0.000000ms
97995; 0.000000ms
97996; 0.991000ms
97997; 0.000000ms
97998; 0.000000ms
97999; 0.996000ms
98000; 0.000000ms
98001; 0.000000ms
98002; 0.998000ms
98003; 0.000000ms
98004; 0.000000ms
98005; 1.001000ms
98006; 0.000000ms
98007; 0.000000ms
98008; 0.993000ms
98009; 0.000000ms
98010; 0.000000ms
98011; 0.000000ms
98012; 1.000000ms
98013; 0.000000ms
98014; 0.000000ms
98015; 0.995000ms
98016; 0.000000ms
98017; 0.000000ms
98018; 0.970000ms
98019; 0.000000ms
98020; 0.000000ms
98021; 1.025000ms
98022; 0.000000ms
98023; 0.000000ms
98024; 1.004000ms
98025; 0.000000ms
98026; 0.000000ms
98027; 0.000000ms
98028; 0.991000ms
98029; 0.000000ms
98030; 0.000000ms
98031; 0.997000ms
98032; 0.000000ms
98033; 0.000000ms
98034; 0.997000ms
98035; 0.000000ms
98036; 0.000000ms
98037; 0.997000ms
98038; 0.000000ms
98039; 0.000000ms
98040; 0.998000ms
98041; 0.000000ms
98042; 0.000000ms
98043; 0.000000ms
98044; 0.997000ms
98045; 0.000000ms
98046; 0.000000ms
98047; 0.998000ms
98048; 0.000000ms
98049; 0.000000ms
98050; 0.997000ms
98051; 0.000000ms
98052; 0.000000ms
98053; 0.997000ms
98054; 0.000000ms
98055; 0.000000ms
98056; 0.000000ms
98057; 1.003000ms
98058; 0.000000ms
98059; 0.000000ms
98060; 0.990000ms
98061; 0.000000ms
98062; 0.000000ms
98063; 0.999000ms
98064; 0.000000ms
98065; 0.000000ms
98066; 0.997000ms
98067; 0.000000ms
98068; 0.000000ms
98069; 0.998000ms
98070; 0.000000ms
98071; 0.000000ms
98072; 0.997000ms
98073; 0.000000ms
98074; 0.000000ms
98075; 0.000000ms
98076; 0.998000ms
98077; 0.000000ms
98078; 0.000000ms
98079; 0.997000ms
98080; 0.000000ms
98081; 0.000000ms
98082; 0.998000ms
98083; 0.000000ms
98084; 0.000000ms
98085; 0.995000ms
98086; 0.000000ms
98087; 0.000000ms
98088; 1.000000ms
98089; 0.000000ms
98090; 0.000000ms
98091; 0.000000ms
98092; 1.002000ms
98093; 0.000000ms
98094; 0.000000ms
98095; 0.991000ms
98096; 0.000000ms
98097; 0.000000ms
98098; 0.998000ms
98099; 0.000000ms
98100; 0.000000ms
98101; 1.000000ms
98102; 0.000000ms
98103; 0.000000ms
98104; 0.994000ms
98105; 0.000000ms
98106; 0.000000ms
98107; 0.000000ms
98108; 0.998000ms
98109; 0.000000ms
98110; 0.000000ms
98111; 0.997000ms
98112; 0.000000ms
98113; 0.000000ms
98114; 0.997000ms
98115; 0.000000ms
98116; 0.000000ms
98117; 0.998000ms
98118; 0.000000ms
98119; 0.000000ms
98120; 0.997000ms
98121; 0.000000ms
98122; 0.000000ms
98123; 0.000000ms
98124; 0.997000ms
98125; 0.000000ms
98126; 0.000000ms
98127; 1.004000ms
98128; 0.000000ms
98129; 0.000000ms
98130; 0.992000ms
98131; 0.000000ms
98132; 0.000000ms
98133; 0.996000ms
98134; 0.000000ms
98135; 0.000000ms
98136; 0.970000ms
98137; 0.000000ms
98138; 0.000000ms
98139; 0.997000ms
98140; 0.000000ms
98141; 0.000000ms
98142; 0.998000ms
98143; 0.000000ms
98144; 0.000000ms
98145; 0.000000ms
98146; 0.997000ms
98147; 0.000000ms
98148; 0.000000ms
98149; 1.025000ms
98150; 0.000000ms
98151; 0.000000ms
98152; 0.997000ms
98153; 0.000000ms
98154; 0.000000ms
98155; 1.002000ms
98156; 0.000000ms
98157; 0.000000ms
98158; 0.000000ms
98159; 0.997000ms
98160; 0.000000ms
98161; 0.000000ms
98162; 0.992000ms
98163; 0.000000ms
98164; 0.000000ms
98165; 0.999000ms
98166; 0.000000ms
98167; 0.000000ms
98168; 1.001000ms
98169; 0.000000ms
98170; 0.000000ms
98171; 0.997000ms
98172; 0.000000ms
98173; 0.000000ms
98174; 0.000000ms
98175; 1.000000ms
98176; 0.000000ms
98177; 0.000000ms
98178; 0.964000ms
98179; 0.000000ms
98180; 0.000000ms
98181; 1.025000ms
98182; 0.000000ms
98183; 0.000000ms
98184; 0.997000ms
98185; 0.000000ms
98186; 0.000000ms
98187; 0.994000ms
98188; 0.000000ms
98189; 0.000000ms
98190; 1.001000ms
98191; 0.000000ms
98192; 0.000000ms
98193; 0.000000ms
98194; 0.997000ms
98195; 0.000000ms
98196; 0.000000ms
98197; 1.004000ms
98198; 0.000000ms
98199; 0.000000ms
98200; 0.990000ms
98201; 0.000000ms
98202; 0.000000ms
98203; 1.000000ms
98204; 0.000000ms
98205; 0.000000ms
98206; 0.995000ms
98207; 0.000000ms
98208; 0.000000ms
98209; 0.000000ms
98210; 0.998000ms
98211; 0.000000ms
98212; 0.000000ms
98213; 1.001000ms
98214; 0.000000ms
98215; 0.000000ms
98216; 0.993000ms
98217; 0.000000ms
98218; 0.000000ms
98219; 0.999000ms
98220; 0.000000ms
98221; 0.000000ms
98222; 0.995000ms
98223; 0.000000ms
98224; 0.000000ms
98225; 0.000000ms
98226; 0.998000ms
98227; 0.000000ms
98228; 0.000000ms
98229; 1.000000ms
98230; 0.000000ms
98231; 0.000000ms
98232; 0.995000ms
98233; 0.000000ms
98234; 0.000000ms
98235; 0.998000ms
98236; 0.000000ms
98237; 0.000000ms
98238; 0.970000ms
98239; 0.000000ms
98240; 0.000000ms
98241; 1.028000ms
98242; 0.000000ms
98243; 0.000000ms
98244; 0.967000ms
98245; 0.000000ms
98246; 0.000000ms
98247; 0.997000ms
98248; 0.000000ms
98249; 0.000000ms
98250; 1.025000ms
98251; 0.000000ms
98252; 0.000000ms
98253; 0.998000ms
98254; 0.000000ms
98255; 0.000000ms
98256; 0.995000ms
98257; 0.000000ms
98258; 0.000000ms
98259; 0.000000ms
98260; 0.998000ms
98261; 0.000000ms
98262; 0.000000ms
98263; 1.000000ms
98264; 0.000000ms
98265; 0.000000ms
98266; 0.994000ms
98267; 0.000000ms
98268; 0.000000ms
98269; 0.998000ms
98270; 0.000000ms
98271; 0.000000ms
98272; 0.997000ms
98273; 0.000000ms
98274; 0.000000ms
98275; 0.000000ms
98276; 0.997000ms
98277; 0.000000ms
98278; 0.000000ms
98279; 0.998000ms
98280; 0.000000ms
98281; 0.000000ms
98282; 0.970000ms
98283; 0.000000ms
98284; 0.000000ms
98285; 0.998000ms
98286; 0.000000ms
98287; 0.000000ms
98288; 0.997000ms
98289; 0.000000ms
98290; 0.000000ms
98291; 0.997000ms
98292; 0.000000ms
98293; 0.000000ms
98294; 0.997000ms
98295; 0.000000ms
98296; 0.000000ms
98297; 0.000000ms
98298; 0.997000ms
98299; 0.000000ms
98300; 0.000000ms
98301; 0.998000ms
98302; 0.000000ms
98303; 0.000000ms
98304; 0.997000ms
98305; 0.000000ms
98306; 0.000000ms
98307; 0.000000ms
98308; 0.998000ms
98309; 0.000000ms
98310; 0.000000ms
98311; 0.996000ms
98312; 0.000000ms
98313; 0.000000ms
98314; 0.998000ms
98315; 0.000000ms
98316; 0.000000ms
98317; 0.997000ms
98318; 0.000000ms
98319; 0.000000ms
98320; 0.000000ms
98321; 0.997000ms
98322; 0.000000ms
98323; 0.000000ms
98324; 0.998000ms
98325; 0.000000ms
98326; 0.000000ms
98327; 0.000000ms
98328; 1.025000ms
98329; 0.000000ms
98330; 1.000000ms
98331; 0.000000ms
98332; 0.000000ms
98333; 0.000000ms
98334; 0.995000ms
98335; 0.000000ms
98336; 0.969000ms
98337; 0.000000ms
98338; 0.000000ms
98339; 1.029000ms
98340; 0.000000ms
98341; 0.000000ms
98342; 0.966000ms
98343; 0.000000ms
98344; 0.000000ms
98345; 0.000000ms
98346; 0.997000ms
98347; 0.000000ms
98348; 0.000000ms
98349; 0.997000ms
98350; 0.000000ms
98351; 0.000000ms
98352; 0.998000ms
98353; 0.000000ms
98354; 0.000000ms
98355; 1.025000ms
98356; 0.000000ms
98357; 0.000000ms
98358; 0.000000ms
98359; 0.997000ms
98360; 0.000000ms
98361; 0.000000ms
98362; 0.997000ms
98363; 0.000000ms
98364; 0.000000ms
98365; 1.008000ms
98366; 0.000000ms
98367; 0.000000ms
98368; 0.987000ms
98369; 0.000000ms
98370; 0.000000ms
98371; 0.998000ms
98372; 0.000000ms
98373; 0.000000ms
98374; 0.000000ms
98375; 0.997000ms
98376; 0.000000ms
98377; 0.000000ms
98378; 0.997000ms
98379; 0.000000ms
98380; 0.000000ms
98381; 0.997000ms
98382; 0.000000ms
98383; 0.000000ms
98384; 0.998000ms
98385; 0.000000ms
98386; 0.000000ms
98387; 0.997000ms
98388; 0.000000ms
98389; 0.000000ms
98390; 0.970000ms
98391; 0.000000ms
98392; 0.000000ms
98393; 0.997000ms
98394; 0.000000ms
98395; 0.000000ms
98396; 0.998000ms
98397; 0.000000ms
98398; 0.000000ms
98399; 0.997000ms
98400; 0.000000ms
98401; 0.000000ms
98402; 0.000000ms
98403; 0.997000ms
98404; 0.000000ms
98405; 0.000000ms
98406; 0.997000ms
98407; 0.000000ms
98408; 0.000000ms
98409; 0.998000ms
98410; 0.000000ms
98411; 0.000000ms
98412; 0.997000ms
98413; 0.000000ms
98414; 0.000000ms
98415; 1.027000ms
98416; 0.000000ms
98417; 0.000000ms
98418; 0.000000ms
98419; 0.996000ms
98420; 0.000000ms
98421; 0.000000ms
98422; 0.997000ms
98423; 0.000000ms
98424; 0.000000ms
98425; 1.002000ms
98426; 0.000000ms
98427; 0.000000ms
98428; 0.994000ms
98429; 0.000000ms
98430; 0.000000ms
98431; 0.998000ms
98432; 0.000000ms
98433; 0.000000ms
98434; 0.000000ms
98435; 0.000000ms
98436; 0.000000ms
98437; 0.000000ms
98438; 0.997000ms
98439; 0.000000ms
98440; 0.000000ms
98441; 0.998000ms
98442; 0.000000ms
98443; 0.000000ms
98444; 0.999000ms
98445; 0.000000ms
98446; 0.000000ms
98447; 0.996000ms
98448; 0.000000ms
98449; 0.000000ms
98450; 0.996000ms
98451; 0.000000ms
98452; 0.000000ms
98453; 0.000000ms
98454; 0.999000ms
98455; 0.000000ms
98456; 0.000000ms
98457; 0.997000ms
98458; 0.000000ms
98459; 0.000000ms
98460; 0.997000ms
98461; 0.000000ms
98462; 0.000000ms
98463; 0.997000ms
98464; 0.000000ms
98465; 0.000000ms
98466; 0.000000ms
98467; 1.000000ms
98468; 0.000000ms
98469; 0.000000ms
98470; 0.996000ms
98471; 0.000000ms
98472; 0.000000ms
98473; 0.997000ms
98474; 0.000000ms
98475; 0.000000ms
98476; 0.997000ms
98477; 0.000000ms
98478; 0.000000ms
98479; 0.998000ms
98480; 0.000000ms
98481; 0.000000ms
98482; 0.000000ms
98483; 0.997000ms
98484; 0.000000ms
98485; 0.000000ms
98486; 0.998000ms
98487; 0.000000ms
98488; 0.000000ms
98489; 0.996000ms
98490; 0.000000ms
98491; 0.000000ms
98492; 0.995000ms
98493; 0.000000ms
98494; 0.000000ms
98495; 0.000000ms
98496; 0.997000ms
98497; 0.000000ms
98498; 1.001000ms
98499; 0.000000ms
98500; 0.000000ms
98501; 0.000000ms
98502; 0.998000ms
98503; 0.000000ms
98504; 0.000000ms
98505; 1.002000ms
98506; 0.000000ms
98507; 0.000000ms
98508; 0.974000ms
98509; 0.000000ms
98510; 0.000000ms
98511; 1.021000ms
98512; 0.000000ms
98513; 0.000000ms
98514; 0.000000ms
98515; 0.992000ms
98516; 0.000000ms
98517; 0.000000ms
98518; 0.996000ms
98519; 0.000000ms
98520; 0.000000ms
98521; 0.997000ms
98522; 0.000000ms
98523; 0.000000ms
98524; 0.998000ms
98525; 0.000000ms
98526; 0.000000ms
98527; 0.000000ms
98528; 0.996000ms
98529; 0.000000ms
98530; 0.000000ms
98531; 0.998000ms
98532; 0.000000ms
98533; 0.000000ms
98534; 1.000000ms
98535; 0.000000ms
98536; 0.000000ms
98537; 0.995000ms
98538; 0.000000ms
98539; 0.000000ms
98540; 0.998000ms
98541; 0.000000ms
98542; 0.000000ms
98543; 1.004000ms
98544; 0.000000ms
98545; 0.000000ms
98546; 0.000000ms
98547; 0.990000ms
98548; 0.000000ms
98549; 0.970000ms
98550; 0.000000ms
98551; 0.000000ms
98552; 1.029000ms
98553; 0.000000ms
98554; 0.000000ms
98555; 0.000000ms
98556; 0.993000ms
98557; 0.000000ms
98558; 0.000000ms
98559; 0.997000ms
98560; 0.000000ms
98561; 0.000000ms
98562; 0.997000ms
98563; 0.000000ms
98564; 0.000000ms
98565; 0.998000ms
98566; 0.000000ms
98567; 0.000000ms
98568; 0.000000ms
98569; 0.995000ms
98570; 0.000000ms
98571; 0.000000ms
98572; 1.000000ms
98573; 0.000000ms
98574; 0.000000ms
98575; 0.997000ms
98576; 0.000000ms
98577; 0.000000ms
98578; 0.997000ms
98579; 0.000000ms
98580; 0.000000ms
98581; 0.998000ms
98582; 0.000000ms
98583; 0.000000ms
98584; 0.000000ms
98585; 0.998000ms
98586; 0.000000ms
98587; 0.000000ms
98588; 1.002000ms
98589; 0.000000ms
98590; 0.000000ms
98591; 0.991000ms
98592; 0.000000ms
98593; 0.000000ms
98594; 0.995000ms
98595; 0.000000ms
98596; 0.000000ms
98597; 1.000000ms
98598; 0.000000ms
98599; 0.000000ms
98600; 0.000000ms
98601; 0.997000ms
98602; 0.000000ms
98603; 0.000000ms
98604; 0.999000ms
98605; 0.000000ms
98606; 0.996000ms
98607; 0.000000ms
98608; 0.000000ms
98609; 0.000000ms
98610; 1.002000ms
98611; 0.000000ms
98612; 0.000000ms
98613; 0.993000ms
98614; 0.000000ms
98615; 0.000000ms
98616; 0.997000ms
98617; 0.000000ms
98618; 0.000000ms
98619; 0.998000ms
98620; 0.000000ms
98621; 0.000000ms
98622; 0.997000ms
98623; 0.000000ms
98624; 0.000000ms
98625; 0.000000ms
98626; 0.997000ms
98627; 0.000000ms
98628; 0.000000ms
98629; 0.997000ms
98630; 0.000000ms
98631; 0.000000ms
98632; 1.004000ms
98633; 0.000000ms
98634; 0.000000ms
98635; 0.995000ms
98636; 0.000000ms
98637; 0.000000ms
98638; 0.993000ms
98639; 0.000000ms
98640; 0.000000ms
98641; 0.000000ms
98642; 0.998000ms
98643; 0.000000ms
98644; 0.000000ms
98645; 0.997000ms
98646; 0.000000ms
98647; 0.000000ms
98648; 0.997000ms
98649; 0.000000ms
98650; 0.000000ms
98651; 0.998000ms
98652; 0.000000ms
98653; 0.000000ms
98654; 0.000000ms
98655; 0.997000ms
98656; 0.000000ms
